user@mention,user_id,No of tweets,tweet_id,retweet_count,local influence score,Tweet
NemesisNat,777891618938421248,3,1003383581023129601,56,18.666666666666668,Summer Sports w/SNAP & TMGT - Track and field #SnapmaticArt #TMGT #RockstarGames #PS4sharepic.twitter.com/rci6z4xtG4
TheRealJHair,512544642,2,1005598823895351296,37,18.5,Love the #NBA but I’ve grown an incredible appreciation for #MLB & it’s fans  I grew up in the game. It would be unheard of in baseball circles to hear that the ‘96 #Yankees & Derek Jeter only won because they played against nobodies. Love the #Respect shown by MLB Fans. #Sports pic.twitter.com/SiYtJg8NcS
DraftingSleeper,708446859128397824,1,1004495459203903488,18,18.0,Have a fantasy sports podcast or site you want to promote? Join http://DraftingSleepers.com  The Social Network for #FantasySports. Free to join reach thousands of players across the US. Join Now. #FantasyFootball #FantasyBaseball #FantasyBasketball #FantasyHockey
icehockeystick,61519217,2,1011022656953552896,36,18.0,It’s a little unnerving watching members of the hockey community constantly retweet someone who blocked brown people (instead of apologizing & fixing the mistake& after they corrected her for calling a xenophobe a good ambassador to the sport. That sends not a great message!
Pride_Portraits,747067996078649344,1,1003752241596194816,18,18.0,Every time I step out onto the diving board I not only represent my country but our LGBT+ Community. I feel it is very important as an LGBT+ sports person to compete as my authentic self. To make it known that you can be yourself AND achieve without limits. - @TomDaley1994pic.twitter.com/snFpxYUgRB
erinmyers,19478147,1,1010669510305566721,18,18.0,Awesome segment for @KTLA @KTLAMorningNews @UCLA on the @angelcitysports #AngelCityGames Amazing athletes.  This lucky girl met Paralympic Champions and World Record holders.  #paralympian #athletes #sports #wheelchairtennis #wheelchairbasketballpic.twitter.com/JLTOItMWDj
jen_kish,760682372,1,1011019443734843392,18,18.0,Proud to team up with @KSEdmonton to help get more kids into sports. I have so much respect for what #kidsport is doing for our youth!As a child who grew up poor I can relate to those kids who want to get in the game but have those financial barriers #SoALLKidsCanPlaypic.twitter.com/d5z9eOytKd
addujpice,708295046240423936,1,1012112144391815168,18,18.0,WE ARE NOW RECRUITING!If you want to be part of the JPICE AdDU committee then don’t hesitate in applying to its various teams —Logistics Sports and Creative!If you are interested kindly fill the form provided on the link below and apply now! https://goo.gl/forms/dDFD7ih5bPJfLYXP2 …pic.twitter.com/5en5lpCrWi
JClarkNBCS,148476464,1,1012093092311322625,18,18.0,Actor @Miles_Teller grew up in Downingtown PA a huge Philly sports fanThrilled to meet @JohnKruk todayWore the 90s Phillies shirt and Darren Daulton’s jersey #BeBoldpic.twitter.com/AoGz3hT753
UNTBSE,598828923,1,1003406389698547712,18,18.0,Alexis Callegari (Lex)  @yasyonce SophomorePsychologyIn Middle School Lex tried out for every sport available on campus and made none of them pic.twitter.com/7xe96sti86
Babgonewild,716110115506622464,1,1004861825555582976,18,18.0,Cheer ranks are false. You can’t keep comparing gyms with 10 locations 17 worlds teams 40 summit teams etc... to gyms with 2 locations 3 worlds teams and 16 summit teams. Literally that’s not how sports statistics work
cl78332172,843245439377969152,1,1005569544373587968,17,17.0,GAA banned Palestine flags from matches ----what does SF do stir the pot---This is Sport & SF just want to use GAA & crowd for public stunt https://twitter.com/belfastsinnfein/status/1005523622935650305 …
dkennedy13,103483780,1,1011755154020929541,17,17.0,#WhosWhoAtUsm - Darius Kennedy - DK - General studies/ minor in sport management - Junior #USM20 Im always chillin or at practice pic.twitter.com/wrrL2jbVHc
MayorTomHenry,266179174,1,1011753012090560512,17,17.0,Honored to talk with Isabel Álvarez at tonight’s @TinCaps game. Isabel is a local sports legend. She played for the Fort Wayne Daises in the All-American Girls Professional Baseball League. pic.twitter.com/ZqQixkLF1n
mrdanwalker,47945492,2,1012086354921099265,34,17.0,Just got back after a brilliant day filming at the 6 different football grounds in Moscow. Produced by @SamVasserG filmed by Ryan & made possible by our magnificent fixer Misha. Hopefully on @BBCSport soonLuzhnikiTorpedoLokomotivDynamoCSKASpartak pic.twitter.com/LaH8Mf8Peo
katienolan,35069260,1,1009554643385507841,17,17.0,This week in SPORTS?: what to do when you have 3 waffle makers Gotta Hear Both Sides of this Landon Donovan thing Don’t @ Me about Ed Werder and what Phil Mickelson should have said. Plus terrible tech advice for a listener headed to middle school: https://es.pn/2yrsm0B
LemmingReport,71333485,1,1009545320387227655,17,17.0,A member of our CBS Sports network Soph AA team last fall Bryn Tucker 6‘5“ 310 Knoxville Catholic.@TuckerBryn Great finisher. Quick feet.4*+pic.twitter.com/WCJlAFqxJW
Lukeelder13,198245363,1,1003751650895499265,17,17.0,Girlfriend told me that she puts up watching sports with me so I should watch Love Island.I told her that I can bet on sports to make it interesting.Long story short I have now had £10 on Kendall to be top female to prove a point just not sure what the point is...
mewingwang,2565458206,1,1011008308000550913,17,17.0,heartbreaking how terrible @NASCAR has become years ago the stands were JAMMED with fans & the racing was hot!Now Nascar has changed their race format 18x in the last 15yrs ZERO FUCKING PEOPLE CARE and NO ONE shows up! Congrats  on ruining your own sport assholes!
Sachartoff,49935223,1,1010982097513639936,17,17.0,The SoCal Jewish Sports Hall of Fame is holding its 2018 induction ceremony this afternoon in Los Angeles. This year’s class includes @SI_LeeJenkins and @AnaheimDucks owner Henry Samueli. 2017 inductee @ramonashelburne is MC’ing the ceremony. @JewishLifeTV has the broadcast.pic.twitter.com/FSrScee7gh
SpecialO2018,921531595412123649,1,1012110705162641408,17,17.0,Special Olympics is more than an event – Special Olympics Canada delivers world-class sport programs to people with intellectual disabilities daily in communities across Canada. The Special Olympics National Games open July 31st in Antigonish.  http://www.so2018.ca pic.twitter.com/3MN0sDzW1l
mirakyun,2824869994,1,1013534222735368193,17,17.0,sometimes you think a sports anime/manga is wildin but then you have daisuke takahashi 32 years old and retired for 4 years coming back from said retirement to go and try to aim for japanese nationals
DanCorey1011,266740099,1,1002699194606465024,16,16.0,Congrats to @LinksAthletics multi-sport athlete @zionp11 for winning the prestigious John P. Perkins Memorial Award. Perry is the first athlete from Lincoln High to win the award since 1997. Hell be a great loss to Lincoln High http://www.1011now.com/content/sports/Lincoln-Highs-Zion-Perry-wins-prestigious--484356441.html …pic.twitter.com/Z0ewGNQkNE
TheLeagueAM,756192727025410048,1,1008498806374035457,16,16.0,We gift Fathers & Fans our 100th Episode! Diplomat Anthony joins us with reasons to watch World Cup 2018 & be more in-tuned with your “futbol”side. We talk must-sees and fan faves. Keep it  and watch: https://youtu.be/yx1v93vhy9Q  #WorldCup18 #futbol #soccer #sports #sportstalkpic.twitter.com/Nb9o9fFgAW
WashTimes,14662354,1,1005909999904870408,16,16.0,Nearly 50 years ago President Richard Nixon invited sports teams to the White House. Did they all — every player — agree with Nixon? asks @josephcurl #PoliticalTheater http://ow.ly/q9Fn30kmQna
victoriawalks,22706197,1,1006665739690913792,16,16.0,The British Journal of Sport & Exercise Medicine @BJSM_BMJ has just devoted an entire issue to What Hippocrates called ‘Man’s best medicine’: walking is humanity’s path to a better world http://bjsm.bmj.com/content/52/12 pic.twitter.com/hwLhrtcFCg
BSUFoundation,1498381735,1,1009556613970219010,16,16.0,“Having a scholarship to Ball State has allowed me to get an exceptional education while playing the sport I love. Donor support has allowed me to attend the best university but I’ve also witnessed their support in the stands. They are there for you no matter what. -Trey Moses pic.twitter.com/mrBi8qvoYN
elainaplott,42153941,1,1009548834228359172,16,16.0,A top aide to a Freedom Caucus member texted me after the conference about it. What he did to Mark Sanford was sad. It reminded me of a sports fanbase that is used to losing finally wins something and reminds everyone that they won. Act like youve been there.
Jack_Tferro34,987714872,1,1003769778526457858,16,16.0,Nowhere in this tweet does it say that sports are more important than academics. Giving athletic scholarships benefits schools by increasing their revenue and benefits thousands of kids by giving them an education they may not otherwise be able to get. It’s a beautiful thing.
BecMajor,1625961762,1,1008815379421040640,16,16.0,Men’s football is never going to rise to the level of skill and professionalism as real football but it’s nice to see the boys giving it a go. Not on the tv though we don’t want to waste time that could be devoted to real sports. And ffs keep Male “commentators” off our screens!
domesticanimal,460660317,1,1010632157490892800,16,16.0,#Politics & #Sport. Is dancing a #sport? I guess it’s a sport. Some say they shouldn’t mix. #DavidSeymour on #DancingWithTheStars. You’ve got 2 admire his pluck. My @SundayStarTimes @NZStuff #cartoon #nzpol #euthanasiapic.twitter.com/eNkNGckUEH
andrewperloff,20270332,1,1010631579893424129,16,16.0,Watching “Nossa Chape” on FOX story of a Brazilian  soccer team plane crash and aftermath. Reminder why fictional sports movies rarely work - the true stories are so powerful. This is unbelievable.
birds_word,96838991,1,1012834069250543616,16,16.0,Brief update: Today was my last day at Sporting News. On July 9th I’ll be starting a job as a social media and digital content manager with Kroenke Sports & Entertainment focusing on the Denver Nuggets and Altitude Sports.
Jhickness9,127720050,1,1011018996139753472,16,16.0,Nah: It’s 2012 I am at a Sports bar watching an OKC team built of mainly 21-23 year olds go against the big 3 of Miami. They win game 1 and life is good and then they get hosed in game 2 with a chance to go up 2-0 and fall apart in games 3 and 4 after being up double digits https://twitter.com/madisonxcarnes/status/1010266418040975360 …
CityofVancouver,55323056,1,1010991081364836352,16,16.0,Summer Warm Up celebrates all the different ways Canadians keep moving and gives everyone a chance to check out a variety of sports and activities. Check out this free all ages event at Robson Square from 10AM - 4PM on Canada Day. Free open air YYoga at 10:30AM and 3:30PM. pic.twitter.com/i1TgBgk8K2
kmtwhelan,23129504,1,1007765292716617728,16,16.0,The legal argument in this case has never been made before and could have enormous implications for womens hockey and other contact sports. I read lots of policy and case law and spoke with the players lawyer (who also represented Shannon Miller) to break it down: https://twitter.com/thevictorypress/status/1007725702852984832 …
FaithNaff,704122685794750464,1,1007738773680029701,16,16.0,<thread>#Transgender woman cant compete in sports against cis women because its not fair!You want to know whats not fair? Its not fair to be burdened with figuring out how you get to fit into a societal structure that was built without acknowledging your existence.
ChrisVanHollen,18137749,1,1004837575851495425,16,16.0,Maryland is all in on the @Capitals and I know this is the year DC is going to break its sports curse! If the Nevada Senators want to make a wager I’d be happy to put some Maryland crab on it. Let me know @SenCortezMasto and @SenDeanHeller. #ALLCAPSpic.twitter.com/2l36jGWwiK
richarddeitsch,25019638,10,1003387943652716544,156,15.6,Fun read prior to Game 2 of GSW-CLE: http://NJ.com s Joseph Atmonavage on Doris Sable (you know her as Doris Burke) before she hit sports broadcastings big time: https://projects.nj.com/investigations/doris-burke/ …
beinsports_FR,569138069,4,1004841680296480768,61,15.25,Coupe du Monde de la FIFA 2018 J- !  100% des matchs en direct seulement sur beIN SPORTS !  http://po.st/9qBNHt #beINRussie #CM2018pic.twitter.com/LAMVtGkyvC
Corewisp,978206350630105088,1,1002681758704271360,15,15.0,Biologically speaking (science)... Men are physically stronger than women. To have trans playing in women’s sports is unfair. It’s like having someone on steroids winning the olympics. It’s an unfair advantage. I’m so disturbed by this and feel terrible for women. #peaktranshttps://twitter.com/unbreakablepenn/status/1001982256649506820 …
BrettHicksx86,750506157857337344,5,1007769200759369728,75,15.0,Lycan Hunt On sale for 2.99$ on Amazon Kindle edition! https://www.amazon.com/dp/B07DJ6NBNQ          Death Sport (Book 2) July Pre-Order!https://www.amazon.com/dp/B07DLKLX7V      If you love a unique and unexpected story about Lycans  This for you!!Kobo link:https://www.kobo.com/us/en/ebook/lycan-hunt …pic.twitter.com/eS0DZl9rlm
SoccerGrlProbs,361283407,1,1006671081925693441,15,15.0,In honor of USWNT Game Day. We wanted to release our new “The Future Is Equal” Pinnie ⠀⠀⠀⠀⠀⠀⠀⠀⠀Gender Equality is a fundamental human right. A percentage of proceeds will be donated to The Billie Jean King Womens Sports Foundation. http://www.soccergrlprobs.com pic.twitter.com/XpW53T6Be1
ACUsports,19037037,1,1006657696190345216,15,15.0,.@mccartyr (Rick McCarty) was introduced earlier today as our new head coach for @ACU_Baseball  and we caught up with him for a short Q and A following his press conference which can be viewed on ACU Sports Facebook. #GoWildcatspic.twitter.com/bcbrJxufT5
womenncri,1524959642,1,1009916381905616896,15,15.0,#Iran regime official of the #Volleyball Federation The conditions for the entry of women spectators is similar to last year and nothing has changed. https://women.ncr-iran.org/iran-women-news/5270-ban-on-women-s-entrance-to-sports-stadiums-in-iran … #FIVB #IranWomen Ban from entry into sports stadium continues
TIAlatergator,276723379,1,1003762311050465282,15,15.0,@ava @Kaepernick7 Hey hi hello  this (@iLoganati) is my super talented bf that does comedy acts writes played sports is going to NYU for his MA in arts politics this fall and looks just like lil’ Kaep... think about it pic.twitter.com/nOwpyTk1ag
FreddieFilipe,486363640,2,1003753075054600192,30,15.0,Kasivaki is an ancient Tongan sport very similar to Rugby. This sport was played in the ocean under the water and was local to an area called Fanga-Ko-Palukí in Tongoleleka Ha’apai #TonganHistory
Ben_Jones88,52571515,1,1008814416765308929,15,15.0,A bit of advice to any guys thinking about the career: If youre so soft that a tweet encouraging women to take a leap into a male dominated and usually sexist environment makes you upset about your job prospects covering sports isnt for you. https://twitter.com/edwerderrfa/status/1008719590816350208 …
DiprimaMadi,972887010200506368,1,1010668725257756672,15,15.0,if you “dont care” about the sport you play or “dont care” if you win or lose.. please go home.
sunveervirk,2280542879,1,1013570377967132672,15,15.0,I swear y’all refuse to read beyond headlines. She’s talking about how we’ve alienated black & Hispanic youth essentially making it a “rich white guy sport” which is why the US is so ass at soccer https://twitter.com/barstoolsports/status/1012527323386703877 …
DavidLawTennis,56691591,1,1013535946426503169,15,15.0,ITF response to the ATP World Team Cup announcement. Whatever happens whoever’s to blame to-date wouldn’t it be nice if we could just have one brilliant team competition that everyone got behind for the good of the sport. pic.twitter.com/DJzoImpDEZ
Kate_ohalloran,418064386,4,1008827636276006912,57,14.25,“They are examples of important ways that sport can be a vehicle for social good – making a visible statement that violence against women is an unacceptable blight on our society and that men will be champions to the cause.” #AFL #VAW #reclaimprincesparkhttps://www.theguardian.com/sport/2018/jun/19/men-in-sport-can-and-should-lead-by-example-on-violence-against-women?CMP=Share_iOSApp_Other …
ktomlinson07,410250581,1,1008485572292304897,14,14.0,Thank you to everyone who took a few minutes out of your evening to lift him in prayer. It means more than you can ever imagine. We are ready to see him well infection free home for good with April Emery & Brysen and on the sidelines coaching a sport and a team he loves! pic.twitter.com/aQ9iXsdQTO
82ndABNDiv,1854971202,1,1008462795363487746,14,14.0,SHOCKING VIDEO: After winning our Little JM contest Julian Antipuesto was asked by every professional sports franchise to participate in a pre-game ceremony.  He said yes only to our local @GoSwampDogs.  He threw a perfect strike and the crowd absolutely lost their minds.pic.twitter.com/sr0TzjmvBh
JeffVeillette,14836573,1,1007021643556892672,14,14.0,When we all said we wanted an NHL offseason frenzy that matched up with the NBAs chaos we meant crazy trades and world-class memes not everyone associated with the sport races to prove themselves as the largest piece of human trash.This might be a long summer
AndyCole84,18248811,1,1005961432108679168,14,14.0,The NHL is the most bland generic pro sports league in the world and its partly due to the Damien Cox mentality that players shouldn’t have a soul. The NHL needs more champions that celebrate like Ovi not less.
PatrickKarraker,312384006,1,1004478610328244230,14,14.0,Arguably the two most intriguing young athletes in St. Louis sports Alex Reyes and Robby Fabbri will have appeared in a collective one game from February 5 2017 through whatever night the Blues open their season this October.
boring_as_heck,119000092,1,1009548972157911041,14,14.0,Whats your favorite sports highlight YouTube video from the early-to-mid 2000s? For me its gotta be this compilation of Ron Hextall kicking the shit out of people set to the Puff Daddy song from the 1998 Godzilla movie. https://www.youtube.com/watch?v=Z8_wrJpRDaU …
jideunconformed,31738596,1,1009548000568455169,14,14.0,Guys this Kacks Thunderbolt canvas is the real deal trust me and its not because I work at @kacksbysodi or anything Ive been wearing it almost everyday for 2 weeks now its just too dope!!! Its very comfortable and cushionedSports Casuals  pic.twitter.com/daA5lxB6lq
ProfJNMoyo,3026140439,1,1009538816020017153,14,14.0,I know you wish it was under my watch. Its a favourite sport for many. But sorry to disappoint you. It was in 2014 under Dr Olivia Muchena who was Minister of Higher Education Science & Technology Development. I know you wont apologize for your falsehood. Im used to that!
TomSommerville_,462359141,1,1009904425773694976,14,14.0,DAVENTRY has TrawlersDAVENTRY has It’s a GiftDAVENTRY has Ty PryerDAVENTRY has the woman who plays the keyboard outside sports direct DAVENTRY has Keri-Anne’sDAVENTRY wins https://twitter.com/vxvvier/status/885060539986190337 …
Dave_Stubbs,72063872,1,1008831190596403201,14,14.0,Knew Id be meeting @GoldenKnights superfan @BarkAndreFurry in Las Vegas so I had to bring him a little something from Montreal to rep #Habs NHLs oldest franchise. Bark loves his Golden Knights but at days end hes a hockey fan and a good sport pic.twitter.com/8bBWandeIB
jeannathomas,13706032,2,1008814184400805896,28,14.0,I lied I have some more things to say about Ed Werder being all “old man yells at cloud” about women in sports media so let me get this off my chest before I dive into all the emails I haven’t answered since Friday.
LCHSAthletics,822077070,1,1012804659109613568,14,14.0,Free Sports Physicals - New Horizons Church is hosting their second annual Community Health Day tomorrow June 30th.  They have partnered with Community Health Network to offer FREE sports physicals from 9am-1pm.  The event is free and open to the public.  @LCHSBears @ltgoodnewspic.twitter.com/sugSIdRlui
clarencehilljr,61398906,1,1011004417246679040,14,14.0,The second biggest heist in dfw sports history behind the Herschel Walker trade to Minnesota...though an argument can be made that it was bigger. Cowboys got a super bowl mavs got a hall of famer @JJT_Journalisthttps://twitter.com/TXSportsHistory/status/1010885257141346304 …
LucaHespanhol,1934645178,1,1007741606311743490,14,14.0,I love this sentence: Sports medicine practitioners should regard non-evidence-based treatments with caution and resist the temptation to rely on non-specific effects as a basis for prescription. Thanks Beedie et al.!http://bjsm.bmj.com/content/52/13/817 …
KashannKilson,20823880,1,1003400472646971392,14,14.0,Can you imagine being the greatest player in your sport and having to dignify a question about a non-existent rivalry with an opponent you’ve beat almost 20 straight times all because an admitted serial abuser thinks she’s prettier than you??? pic.twitter.com/10HvH7Bnad
PlanCanada,20016977,1,1004853104318218241,14,14.0,#DYK stereotypes can keep girls out of sports? If a girl doesn’t play a sport by 10 there’s only a 10% chance she’ll be an active adult. We’ve partnered with @BlueJays @JaysCare for #GirlsAtBat to change the story. http://bit.ly/2Lm12mO  #LetsGoBlueJays #BlueJays
Bayern_mania,753787161367937024,2,1005934747665752064,26,13.0,Bayerns President Uli Hoeness confirms that Robert Lewandowski will stay at the club and 200 million rumors was false - The club will not sell him at any cost.[Sky Sport] pic.twitter.com/dMfgvftIq8
Tyler_the_T,1273289016,1,1005959777502056448,13,13.0,Say what you want about amity... but the sports teams this year were amazing all around. A lot of teams made it to play offs and the state championships. A lot of kids are playing in college at every level. D1 D2 n D3. Class of 2018 was great. #putsomerespeckonourname
simplysilvana,44989638,1,1005921044367060992,13,13.0,Lewis claiming the sport has been “going in the wrong direction” when this is the closest the three top teams have been in a while makes no sense to me. I’ve tried to give him the benefit of the doubt but he only ever complains when he doesn’t win. It’s downright ridiculous.
aa_stanley,478214280,1,1005912038747537408,13,13.0,I walk in to Sport Clips wearing a Young Bucks @NickJacksonYB @MattJackson13 shirt. My stylist calls me up shakes my hand pulls me in and goes fuck the revival. Needless to say hes my permanent hair guy now.
serenaMjones,257840008,1,1009551486106337280,13,13.0,At @CoastalHousing we deliver some of the most exciting regeneration projects in Wales Want to stretch your skills and thrive in an enabling culture?  Come and join us  There’s a healthy mix of sports  relaxation and cake  eating too  https://twitter.com/gareth_coastal/status/1008994289039396864 …
nickw84,18323658,1,1009542517581336577,13,13.0,Yes if theres one sport that doesnt have abstract and technical detail analysed to an intense degree by a stats and trivia obsessed fanbase its definitely *checks notes* FOOTBALL. https://twitter.com/prodnose/status/1009538226527367171 …
ActorPeterNew,145112612,1,1009936769092018176,13,13.0,We can forget as creators how powerful our voices can be- not to the critics of course nor the peanut gallery for whom it’s a sport to tear us down but to the hopeful vulnerable few who seek a life in art our generosity can be inspiring our casual cruelty can ruin dreams. https://twitter.com/amynewblue/status/1009933642024415232 …
Steigerworld,41194235,2,1009906127948206081,26,13.0,Starting July 9th I will be doing a talk show from 5-6pm on 1250 AM The Answer. Not a sports show but not not a sports show. Everything and anything goes. If you like what you get here on Twitter you’ll like the show. Feel free to send me topic/guest  ideas.
DavidHaleESPN,604982671,1,1003776196549730306,13,13.0,Charlotte native (went to Garinger a few blocks from my house) and Clemson grad. Dabo has a bottle of wine in his office from Clarks vineyard with The Catch diagrammed on it. Condolences to his family and thanks for one of the great plays in sports history. https://twitter.com/dwightc87/status/1003768113194651648 …
MMcCarthyREV,39824565,2,1012110447208751104,26,13.0,Whats wrong with U.S. Soccer? One big problem is American soccer has become rich white kid sport discriminating against poorer African-American + Hispanic-American talent warns @hopesolo. #HS18 #hashtagsports #WorldCupRussia2018 http://bit.ly/2lGdEcY pic.twitter.com/jnZ6Dl0086
johncutlefish,533409964,1,1008851453258096641,13,13.0,The trick is to think in terms of a singular product development challenge ... not #agile for devs and #_____ for #design and #_____ for #prodmgmt . It is a full team sport.
moneyeE4J,1296818976,1,1008823218390667269,13,13.0,ATTENTION ALLAll Savage Swim and Sports Wear are now on pre-order in order for you to place an order please dm us at one of our IG accounts @Kingsthebrand or @savageangels4life. Or on our twitter account @Kingsthebrandpic.twitter.com/T4p8Sssgki
OwenMRoe,545533864,1,1010636994551189504,13,13.0,Daily Logo #8   |   G LogoI decided to try my hand at something closer to a normal sports logo. What do you guys think? Im definitely going to be doing this style more often. Purchase it at LogoHive:https://logohive.net/products/esports-g-logo …Dribbble Post:https://dribbble.com/shots/4742139-G pic.twitter.com/ceZ0Iaoz08
SweetTelAviv,2952519553,1,1010978390529232903,13,13.0,We got #culture  #cuisine #seaside  & #sports We got #history & #hipster #markets & #ports. We got wonderful #weather Come #share it together in nonstop #TelAviv  http://www.facebook.com/sweettelaviv/ pic.twitter.com/9kGHJoDjXc
Scott_Schrader,27397381,1,1012105949962649600,13,13.0,What Drake Londons (@DrakeLondon_) commitment means for #USC - London is a 4-Star WR and SG for hoops - http://TrojanInsider.com  is the Only USC media outlet to see him play both sports in person https://trojaninsider.com/s/601/what-drake-londons-commitment-means-for-usc … (FREE) #FightOn
TheFANToken,4277039128,1,1007759824681963520,13,13.0,Check out our new FAN Take - Does Enhanced Tech Help Sports Viewership? What sports tech do you want to see in the FCFL? Let us know! #PowerToTheFANS #FCFL #FANTake @usopengolf http://blog.fantoken.network/fan-take-does-enhanced-tech-help-sports-viewership/ …pic.twitter.com/qvPhrDVtKE
katiehargitt,130408348,1,1003401209833820160,13,13.0,On another note 6 years ago I came to @detroitgp as a runner for @espn. I’ve worked every race since then in front of the camera. I can’t thank that crew enough for all they’ve done for me & the sport as a whole. Here’s to a fantastic 54 years ESPN/ABC. pic.twitter.com/8G4xoyPg0W
RickRamosBoxing,896183699871608833,1,1003388553852866560,13,13.0,Anyone who knows me KNOWS that #ISUPPORTFEMALEBOXING .  If the female champions want to BUILD the sport ... you have to make REAL fights. Unfortunately I cant say whats on my mind because my fighters will get put on the sidelines. Ladies - do whats RIGHT! #boxingpic.twitter.com/UK9FlRmaO9
coachcolton,332080146,1,1013572777721331713,13,13.0,This is for ALL coaches. Regardless of sport OR level at which you coachIt’s just a quick survey for a few questions on the following parts:1. Coach-Athlete Relationship2. Barriers to Team Performance3. Demographic informationhttps://www.surveymonkey.com/r/28DV56W Thank you so much
cboehm,14983792,2,1011012748111765504,25,12.5,In his first match as NYCFC head coach Domenec Torrent may still be getting accustomed to American sports stuff like ... headband-wearing superfans sitting 6 feet away from him during matches: pic.twitter.com/tmbt70e8cZ
usatodaysports,15764001,2,1013528317750923266,25,12.5,Larry Cotlar the longtime Des Moines sports radio personality and Drake mens basketball broadcaster was killed during Saturdays flash flooding in Des Moines police said. https://usat.ly/2KmVJqp
ErykBagshaw,177502761,1,1008486802427035648,12,12.0,The new child care subsidy doesnt like people like Farrah Millar. It is directed at parents who can tick a box saying they work three days a week help out at a canteen or Saturday sport. My column on our social security turning into a prediction machine. https://www.smh.com.au/business/the-economy/everyone-except-the-government-knows-childcare-isn-t-predictable-20180617-p4zlzf.html …
Sandra_Sully,142957691,1,1005938965604491264,12,12.0,More than 1 thousand Australians recognised for their contribution to the nation in this year’s Queens Birthday Honours with legendary swimmer Dawn Fraser appointed a Companion of the Order of Australia for her service to sport and the community. #TenNewspic.twitter.com/c2ZtzizZOC
BeatFassbender,555456889,2,1005913373022851072,24,12.0,NEW Beautiful pictures of Fassy in #Montreal! I see Sky Sport interviewed Michael I hope theyll upload it online! #MichaelFassbender #GP #FerrariChallenge #racingpic.twitter.com/I66qy1eVu2
BTS_NishaKaur,954417771160506368,1,1004506235385843719,12,12.0,#ARMYMESSAGEDAY @BTS_twt You guys really mean a lot to me. Your message behind the songs inspires me and the millions of others. Please never stop  singing and writing songs. We will always sport you no matter what and keep shining light on you and your music pic.twitter.com/VDYFnPQLGN
millcreeksports,146211796,1,1004479120133246976,12,12.0,Seattle Mariners James Paxton Nelson Cruz Dee Gordon & Edwin Diaz Appearing at Mill Creek Sports  July 2nd!!  @Mariners@James_Paxton@ncboomstick23@FlashGJr@EdiDiaz44http://icont.ac/441Pp
ChiefJustice_12,3008957469,1,1006666346703310849,12,12.0,4 years of dominance. It’s been a pleasure seeing that level of excellence first hand. You deserve every accolade coming your way and then some. You turned a struggling program into a respected powerhouse. The most valuable player to any Monessen sport ever. Better things ahead pic.twitter.com/V58neFwo78
SBNationNFL,16745693,1,1011713212121665536,12,12.0,Matt Prater kicked the longest FG in NFL history but the longest FG in football was by a Swede who was in love — and new to the sport https://www.sbnation.com/2018/6/26/17506902/footballs-longest-field-goal-record-ove-johansson-abilene-christian?utm_campaign=sbnation.social&utm_content=sbnationnfl&utm_medium=social&utm_source=twitter …
LGBTQwrestling,970787523617345537,1,1009561299766972417,12,12.0,SUNDAY AUGUST 12th RESERVE YOUR SPOT FOR THE MELINA PEREZ SEMINAR!!! @RealMelinaDont miss this opportunity to learn from the woman who is  highly regarded as one of the greatest wrestlers in the history of the sport!Call @nywcwrestling at 631-667-6992 to reserve a spot!pic.twitter.com/IOcyweaRe0
DerekGriffin86,552294927,1,1009546645816664064,12,12.0,WHY SPORTS INJURY NEEDS A MAKEOVER. The involvement of sensitization as an explanation for the pain in chronic sports injuries is credible in a considerable proportion of patients. https://academic.oup.com/painmedicine/article/12/1/110/1818179 …
nebhsvolleyball,1674256417,1,1009540317215969280,12,12.0,Here are the rosters for this evenings AAU 15 Open National Championship match between @NebraskaElite 15 Revolution and @SPVB81 15 Elite. Worth noting that the libero for Sports Performance is a @Huskervball recruit. Match begins at roughly 7 p.m. CST on ESPN3  #nebprepspic.twitter.com/RDekXmZEm9
kimanibrydson,618774440,1,1009941220385329154,12,12.0,I’d never join the Ronaldo vs Messi debate. You can’t be a true fan of the sport if you’re going to disregard the brilliance of either one of those two players for the sake of a pointless comparison.
barryr33082845,2859007276,1,1009906006418231299,12,12.0,When football and Sport champions decide to support #Ebola survivors in Itipo. The event that happened means that engagement goes beyond the communities. All congolese are involved in the response. National football team Coach M. Ibengue (photo 1 middle) is an Icone in #DRC.pic.twitter.com/xTCl2AxQOY
Squeege10,132681508,1,1008846858309914624,12,12.0,LMFAOOOOOO Ya John Stones was comparable to a defensive legend of the sport today because he managed to keep top class Tunisia to only 1 goal...FFS EPL fans scare me. https://twitter.com/UtdRJ/status/1008803487734366208 …
BorzMN,1439791123,1,1008815282692001792,12,12.0,Lots of pissed-off women journalists in my feed today coast to coast. Every one is an all-star. If youre a sports editor shrugging and going I cant find qualified women candidates follow who I follow and see where it leads. Not that difficult.
Halopenos,2232429490,1,1010662228998217738,12,12.0,Happy 31st birthday to the greatest footballer in the history of this sport. Those close to me know how truly obsessed I am but only I know the true extent of how much happiness you’ve given me in my life. During constant hardship I turned to this guy to cheer me up & so he did. pic.twitter.com/gs9MTRXBxR
BobbyFinsTalk,51859200,1,1010619765218529280,12,12.0,The entire sports media seems down on the #Dolphins for this upcoming season... thats ok. I think that bolds well for us let them sleep... This team is young balanced and hungry... I expect by seasons end the teams stock will be trending up #MiamiDolphins #FinsUp
