Screen Name	,user_id		,tweet_id		,retweet_count	,Global Influence Score,Tweet
AT_Jenni321,835181278362206208,992105813719355393,5,1.25,#IThoughtISawA a good sports report !
SportsTampaBay,116877508,992156272395980803,3,1.0,Tonight we get the opportunity to celebrate our amazing sports business community as well as highlight some great… https://t.co/Otb59shwFk
Notchypoo,82811225,992016018410233856,2874,2874.0,RT @ryanlcooper: holy shit https://t.co/zBEmaTQKWT https://t.co/zDimG5Gzlr
courierjournal,7972552,992026123302244352,4,0.6666666666666666,With 20 horses in the field it can be hard to decide who to pick in the Kentucky Derby so we've asked the experts https://t.co/Xe2xBsv97e
_gooseswaggin,958328185,992184529644290048,45,45.0,RT @suntimes_sports: Sam Kerr doesn't view herself as a replacement for Christen Press. She wants to pave her own way with the @chiredstars…
will_tilghman,2321119899,992119499259334656,458,458.0,RT @BarstoolUofSC: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
TylerF12487,29272720,992155419530465280,699,699.0,RT @BarstoolIrish: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
Brody_Alien,1433304110,992140461027549184,458,458.0,RT @BarstoolUofSC: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
EstelaG65952563,935649922816364544,992093235324502016,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
onlyparth,133127934,992016058088222720,44,44.0,RT @cricBC: The process that Dhoni often talks about is often invisible to the onlookers but between Saturday and Monday you can see it…
dmo22d,1308784321,992111703520436224,7708,7708.0,RT @KirkHerbstreit: For all the parents/coaches that think specializing in one sport is the right thing to do. Let them play multiple sport…
statboi_,62965614,992059455272562688,564,564.0,RT @bomani_jones: i love how selective we are about when we like an athlete in team sports doing things on his own terms. https://t.co/Ur…
bartter31,237553005,992111714496864262,31,31.0,RT @JonnyOddsShark: If you're a sports bettor like me who rarely bets horses this is for you. A cheat sheet to handicap the Kentucky Derby…
kaley8711,2344188828,992121151781593088,253,253.0,RT @OnionSports: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/NvbsaE9qZt https://t.co/AmBnHku7aE
VKLynne,14695672,992097678170341376,1372,1372.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
maxwellmafia,3239061321,992094061816307712,483,483.0,RT @TheNickGeller: Men want sons so they can scream at referees in little league sports. Your ideology is flawed. This whole feminist bulls…
H180sx,2314647716,992066670209388544,32,32.0,RT @9yt6mmt: GP SPORTS G-MASTER Pros
JPowers25,712813887305986049,992162887199330304,148,148.0,RT @AGreeneIV: An Auburn Man overcomes whatever challenges come his way.
devvaugn,1720143193,992087099410087936,1374,1374.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
gmc_cain,948289902852104192,992159412050694145,480,480.0,RT @TheNickGeller: Men want sons so they can scream at referees in little league sports. Your ideology is flawed. This whole feminist bulls…
TheAkanMan,433792612,992147077588307968,1517,1517.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
metspolice,15623854,992125452314710017,896,896.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
AsukaSzayn23,1265169163,992172556999430144,91,91.0,RT @NikkiCrossWWE: Crawl walk run jump play play play! You can be the weirdo in the corner and the crazy whirlwind in the middle of the…
KANGASMAN_FS,277175234,992138317738205186,56,56.0,RT @AlbertBreer: The 22-year-old me would've been over the moon at the idea of someday working with @SI_PeterKing. And it was honestly bett…
MASKCM13,36801739,992157081649238016,1516,1516.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
cpaszko31,78406263,992179125505986560,143,143.0,RT @dandakich: Just let the parents coach  https://t.co/1D91P59Rsa
TJones569,466752204,992152638044061696,107,107.0,RT @ChrisNowinski1: BREAKING: Former #NHL player Jeff Parker had severe #CTE when he died at age 53. The Tragic Diagnosis They Already Knew…
myprinceSBfive,1453237621,992066500470034433,244,244.0,RT @_sneakerB: [#_sneakerB]
cards79,24046130,992132590189465600,1290,1290.0,RT @danielle_ivory: On a Redskins photo shoot some cheerleaders were required to be topless and others wore nothing but body paint. 
coachgregjones,1543212216,992055246225539072,35,35.0,RT @CoachClawson: Making progress! Sutton Sports Performance Center #KeepBuilding #GoDeacs https://t.co/PpC3xWinbN
_at_hashtag,248437744,992071574118318080,93,93.0,RT @OnionSports: No Fucking Chance Kid Who Brought Mitt To 400 Level Getting Near Foul Ball https://t.co/NVOTiAyHYj https://t.co/JSXLOAdU26
MLByahoosports,455007363,992072870057558016,10,0.7692307692307693,RT @YahooSports: Joey Votto trolls St. Louis Uber drivers about beating Albert Pujols for 2010 MVP: He came in second to me.
WelpDontizzle,2947003990,992073790229307393,187,187.0,RT @CBSSportsGang: Bruce Arians Joins @NFLonCBS joining Greg Gumbel and Trent Green in Three-Man Booth along with Jamie Erdahl reporting…
yllhasanni,2435855632,992176444011925504,37,37.0,RT @Complex: NBA reportedly warns Drake over verbal altercation with Kendrick Perkins: https://t.co/HCwvUu5JGS https://t.co/25pnV0iNC4
CamDavis1997,1607140418,992032239839047681,459,459.0,RT @UNCBarstool: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
DariusSivin,344270530,992044212857131008,933,933.0,RT @nycsouthpaw: This is human trafficking by the Washington Redskins. https://t.co/MvRC8QthqJ
garycook33,2617798670,992142510465126400,7706,7706.0,RT @KirkHerbstreit: For all the parents/coaches that think specializing in one sport is the right thing to do. Let them play multiple sport…
jeff_berest,281258618,992084685932187648,351,351.0,RT @TheOnion: No Fucking Chance Kid Who Brought Mitt To 400 Level Getting Near Foul Ball https://t.co/uinDx32459 https://t.co/cSN8KlqKct
outro_tear_,906222847823138816,992158534883270656,247,247.0,RT @agirlinthepark: She mentioned how she misses Korea and that listening to @BTS_twt songs gives her comfort and strength 
PARAMWelfare,3090498516,991998707150225408,153,153.0,RT @ChouhanShivraj: Rubina Francis is an inspiration. Even a rare disease like rickets could not distract her from her aim. After becoming…
dianaburks2,64425410,992023895954853888,58,58.0,RT @Track_Advice: Just take your time.  #TrackAndField #Runner #Athlete #Sports https://t.co/VBYklchPHJ
Alfi38,229968597,992154154347806720,47,47.0,RT @MaximMag: WOW. https://t.co/nBdMJx6CTI
RickJamesB4,422012547,992023617134383105,35,35.0,RT @SkolBros: Vikings fans football fans sports fans and just good humans. 
Mazza_Reek,217573201,992028492844937216,564,564.0,RT @bomani_jones: i love how selective we are about when we like an athlete in team sports doing things on his own terms. https://t.co/Ur…
PaigeVanzantUFC,136165096,992134066454413312,48,48.0,RT @MaximMag: WOW. https://t.co/nBdMJx6CTI
gdawsonpro_gary,1914361873,992133367381614598,37,37.0,RT @SkySportsBoxing: JD RINGSIDE: Tune into Sky Sports Action at 10pm tonight for JD Ringside: The Countdown. #JDRingside #BellewHaye2 http…
waynestwarriors,366068956,992116297306726404,17,2.8333333333333335,#WarriorMBB:  Nick Mutebi Named a 2018 Arthur Ashe Jr. Sports Scholar
phojillips233,750158586597167104,992190566854111232,39,39.0,RT @TCiniglio: The All-Area softball team is out. Valencia's Shea O'Leary &amp; Ally Shipman share top honors. See who made the cut.
ttuga,41722973,992161319930466307,362,362.0,RT @Casablancas_J: PS   i've generally quit sports tho....
Chillies_FoReal,3118975887,992033806097027073,3,1.0,Gear 22nd of #TheGlenzitoSuperDrive 
azfamily,10025982,992047099037405189,188,188.0,RT @CBSSportsGang: Bruce Arians Joins @NFLonCBS joining Greg Gumbel and Trent Green in Three-Man Booth along with Jamie Erdahl reporting…
19bernie,283750626,992043496461742082,175,175.0,RT @Reflog_18: Toronto Ontario professional sports schedule for May 3 2018:
Jake_Seiber,540874773,992084677723873281,677,677.0,RT @BarstoolTenn: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
themoe85,62143043,992141025916399619,137,137.0,RT @NatbyNature: Growing up my mom encouraged my sisters and I to participate in as many different sports as we could! I love being able t…
N_Rod95,3195870031,992107834493022214,35,35.0,RT @AmaraGrautski: BREAKING: @Mets ace Jacob deGrom's MRI reveals no ligament damage but righthander expected to miss 4 starts with hypere…
mwmogsports,792917057553649665,992062433559752705,31,31.0,RT @TheOldCoach: 15 years as a Texas sports hero.
ramandeepinsan9,2888097079,992156363974479872,70,70.0,RT @InsanNeeru2: #ChampionsCoach 
superpooper24,567546354,992025440108929024,221,221.0,RT @Legendwaker: sports are gay culture now #splatoon https://t.co/6o6Ql2KQuR
johntandlich,19948022,992138877107359744,222,222.0,RT @NYIslanders: Bill Torrey was a true legend of the game. The #Isles won four straight Stanley Cup Championships from 1980-83. Torrey was…
tbonetiron41,438864947,992007032441057281,467,467.0,RT @BarstoolClemson: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could…
wolford_phil,986058267087405057,992036368015613952,80,80.0,RT @ChasersOwner: I always try to stay non political here on twitter so I will just say this - Interesting unconventional and potentially…
Cooperdc23,483496334,992101765888831489,677,677.0,RT @BarstoolTenn: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
Nicole_camara,277816113,992045865513734145,47,47.0,RT @TylerRickyTynes: 85% of sports editors 76% of assistant sports editors 80% of columnists 82% of reporters almost 78% of copy editor…
gettingsome,32918187,992063154820669441,36,36.0,RT @jessicawluther: The number of jobs held by people of color and women in sports departments at newspapers and websites has improved sli…
LemontDavid,985634320546181120,992063994713247744,32,32.0,RT @_____ballxbooks: I worked hard for everything I ever had. Even if you knock me down I promise Ima get up 10x stronger. This only the be…
shaunlysen,15947342,992153801334378502,2873,2873.0,RT @ryanlcooper: holy shit https://t.co/zBEmaTQKWT https://t.co/zDimG5Gzlr
jsfrancisc,172854261,992135427166494720,177,177.0,RT @giovanidiluca13: Fox Sports da Espanha transmitindo ontem o jogo do @Gremio contra o Cerro Portenho. com audiecia expressiva dos Espanh…
cyan_sunshine,2550027832,992064591977943042,36,36.0,RT @jessicawluther: The number of jobs held by people of color and women in sports departments at newspapers and websites has improved sli…
_TheBooRadley,26930207,992070724377632770,175,175.0,RT @Reflog_18: Toronto Ontario professional sports schedule for May 3 2018:
conurbanboy,2176425111,992176347308003328,171,171.0,RT @mparadalopez: Al final parece que Grabia no es Rodolfo Walsh ni TyC Sports es la BBC.
blbowers12,97067193,992029736145768448,3,1.5,Looking for the most up to date sports injury news and analysis?  Check out @TheFantasyDRS where are team of docto… https://t.co/aLIWriH6ml
mermvidd__,986809524,992181291146727424,1515,1515.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
MCG6602,245494071,992088544435888128,77,77.0,RT @NYDNSports: BREAKING: Jets are cutting QB Bryce Petty a source tells @MMehtaNYDN https://t.co/VKgzFz6uTw https://t.co/sUMrZdmv3v
bluegrasshaze,20523175,992125595357245440,156,156.0,RT @nytimes: One evening the squad's director told some cheerleaders that their work was not done. They had a special assignment for the n…
StephanieSimoni,46494789,992114657681866753,156,156.0,RT @nytimes: One evening the squad's director told some cheerleaders that their work was not done. They had a special assignment for the n…
SirStovall,2960344292,992047909737844736,460,460.0,RT @BarstoolUofSC: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
catherine_reed,2320980064,992022611478499328,412,412.0,RT @Eagles: Members of the #Eagles recently took a trip to Haiti to help build a new sports complex. 
javerias,69807765,992039131046871041,38,38.0,RT @GhaffarDawnNews: PM Pakistan Shahid Khaqan Abbas will reward Gold Medalist Inam But and other Pakistan Medalist from Commonwealth games…
exol_leslie,831007883793879041,992178455113433088,1343,1343.0,RT @BUNNYMYE0N: Junmyeon !! Pulling !! Her !! Out !! From !! His !! Sports !! Car !! Oh !! My !! God !! That !! Is !! Such !! A !! Huge !!…
Pat_McDermott,52247374,991997960308363264,19,19.0,RT @BarbaraEbel: #iartg #bynr #asmsg #medtwitter #neurology #basketball
Effort_e_Sports,976148962666217474,992095976553787392,16,1.3333333333333333,RT @RadianSTeam: Necesito 30 RT para que @ArtzRodri me haga un banners.
bamurphymac,908361676616904704,992079558504464384,174,174.0,RT @SeanMcElwee: i want the cheerleaders lawsuits against the NFL to impoverish every team owner and eventually bankrupt the fucking league…
goBEYgo,16604074,992175901017300992,1363,1363.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
Steelergirl1212,33410182,992160750465703936,559,559.0,RT @AdamSchefter: Jason Witten not the only all-timer to leave his job today. Congratulations to @SI_PeterKing on his Hall-of-Fame run at S…
luemonclova1,992010345567879168,992017387565342721,346,346.0,RT @SportXChain: Sport X Blockchain-Based Sports IP Value Transmission Platform To Commence SOX Token EC20 Distribution Pen Agreements W…
Chans704,1068525931,992191325104758784,125,125.0,RT @MikeConti929: Atlanta sports collectively is about as exciting as its been in a while:
BoldSportsJax,3076001846,992183072341753856,1361,1361.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
C_Cronin423,3047775889,992123546284408832,253,253.0,RT @OnionSports: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/NvbsaE9qZt https://t.co/AmBnHku7aE
Scudiero24,1177314534,992128206911234048,896,896.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
naddakiki,3355637894,992014025922723840,35,35.0,RT @HooMonstaXBR: [FOTOS] 03.05.18 Fotos do MONSTA X para o Daily Sports (source: https://t.co/eQU6aCznrL)
LeaveItInTheGr1,988060330235326464,992131926688329728,984,984.0,RT @JulietMacur: Redskins Cheerleaders describe an overseas trip where they felt pimped out by their team. It's not the only time the Red…
sportswatch,25998137,992096265679790082,3,0.5,On Mount Rushmore of NY-area sports execs. https://t.co/oV97e8Qqdd
emilouzanee03,2960227447,992009619953172480,93,93.0,RT @AnimoNation: Bittersweet. #animo https://t.co/ZwwYAIzvJS
mariowhereubeen,175432061,992104038815686656,32,32.0,RT @danwiederer: 20 strikeouts.
FtLauderDaniel,19007230,992085587338416130,82,82.0,RT @Lane_Kiffin: https://t.co/fTljDGGKvR.   Only two Teams in the state of Florida?FSU? UF? UCF??????? USF?? @finebaum @USATODAY @espn
e5fd83060d2a4ad,3061857422,992085494421831680,70,70.0,RT @ErikSolheim: Reduce Reuse and Recycle: Great to see @IPL cricket matches in Indore are aiming to #BeatPlasticPollution with @UNEnviron…
cspulliam,91216378,992073653381664768,4,0.3076923076923077,Baseball: District 11-AAA opens tourney with road games https://t.co/mqQJcZ4F7j via @wherald
joey38102548,992013764953243649,992019543223652354,316,316.0,RT @SportXChain: Sport X is launched and operated by a team of sports agents and lawyers with rich experience in the international sports m…
Cinquante19,411325587,992105574379741185,1519,1519.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
alisongthi,971173439859052546,992191683193462784,55,55.0,RT @HunterYurachek: It is another great week for @ArkRazorbacks as six of our Spring Sports programs are ranked in Top 16 nationally. #WPS…
RJDSF_28,4194442467,992136462677127168,501,501.0,RT @Unbox_Junkie: New Video - GOOD Sports True Wireless Earbuds + GIVEAWAY
jeffreymday,94075326,992088470502846465,351,351.0,RT @TheOnion: No Fucking Chance Kid Who Brought Mitt To 400 Level Getting Near Foul Ball https://t.co/uinDx32459 https://t.co/cSN8KlqKct
Carlos72723608,882329788572217344,992132347805011969,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
svsuathletics,33512182,992143925182951424,35,35.0,RT @GLIACsports: New venue for the GLIAC Softball Tournament this year | Sports Force Parks at Cedar Point
ZhoumiAG,1265707645,992133009569730560,95,95.0,RT @FS7_official: [Article] 
porelcole,1250328632,992110371824721920,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
LeightonChappe1,611970245,992068990263529472,55,55.0,RT @CatchLikeCalvin: Remember the days when you woke up turned on Sportscenter or any ESPN show and actually heard them talk about sports?…
DannyBFCHaywood,1087138069,991994664571015168,718,718.0,RT @ElliotHackney: Sky Sports loses La Liga rights from next season: https://t.co/ZIIwpC62tD
StraighttoDtop,229917035,992183147323445250,37,37.0,RT @Complex: NBA reportedly warns Drake over verbal altercation with Kendrick Perkins: https://t.co/HCwvUu5JGS https://t.co/25pnV0iNC4
sarkarsand,4741706366,992083495496441857,59,59.0,RT @StarSportsIndia: One man many lives! One #SuperSunday two blockbuster clashes! 
david_carney3,3298616139,992141752424386560,561,561.0,RT @AdamSchefter: Jason Witten not the only all-timer to leave his job today. Congratulations to @SI_PeterKing on his Hall-of-Fame run at S…
MelezFp,981626564860366853,992136967038042112,1058,1058.0,RT @WWE: It wouldn't be @TheRock's birthday...without THE most electrifying move in sports-entertainment! #PeoplesElbow #HappyBirthdayRock…
aastephe,30474392,992174232644747266,143,143.0,RT @dandakich: Just let the parents coach  https://t.co/1D91P59Rsa
thefreaknlady08,213118015,991999351319859200,564,564.0,RT @bomani_jones: i love how selective we are about when we like an athlete in team sports doing things on his own terms. https://t.co/Ur…
tylermckee2015,479914069,992071628073918464,82,82.0,RT @OleMissMBB: ANNOUNCEMENT | @kbuffen1 is the first Rebel to sign during the @RebelCoachDavis era. Welcome to the family KJ! #HottyToddy…
_GDPhil_,27306297,992167757490937857,51,51.0,RT @NYDNSports: BREAKING: @nyknicks agree to hire David Fizdale as their next head coach the Daily News has confirmed https://t.co/J344Jya…
Quayla12,244980761,992019481202393088,412,412.0,RT @Eagles: Members of the #Eagles recently took a trip to Haiti to help build a new sports complex. 
Rai__e_sports_,713251389489610753,992026261022101509,104,104.0,RT @LafRiz_: https://t.co/iAVZafZTst
CallMeLeaman,3595092151,992118891328475137,1519,1519.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
Cleveland_PL,5503912,992159389019787266,3,1.0,Perhaps the most sophisticated e-sports program in the country can be found at Cleveland Public Library (CPL) whe… https://t.co/k7nZIIGHJY
ClaireHeffron,19489800,992103353386758149,75,75.0,RT @_shireenahmed_: I started writing about Muslim women in sport because I hated the way it was being done. Now I want to  change the lan…
NatashaSeitz,24278679,992110473456771072,509,509.0,RT @elonjames: Uh. 
AmmarKShamsi,167722842,992050700317282304,97,97.0,RT @FarhanKVirk: #RealPashtunHeroes In sports Pakistan has Younis Khan and Afridi who are the pride of Pakistan. We don't need Malala when…
Justice30330413,974099617137782785,992045989182803968,82,82.0,RT @OleMissMBB: ANNOUNCEMENT | @kbuffen1 is the first Rebel to sign during the @RebelCoachDavis era. Welcome to the family KJ! #HottyToddy…
meguroadCH,3287568060,992048637461938178,67,67.0,RT @KatCornetta: This just in: US Figure Skating is dropping its troubled IceNetwork streaming platform (powered by MLB Advanced Media) and…
zschonbrun,131677792,992139787191627776,3,1.5,Looking forward to chatting with fellow sports-brain beat writer and friend @marypilon. Also buy her book The Kevin… https://t.co/j2OrAV5t3T
PureFingClass,825753210543493120,992088597279916032,1373,1373.0,RT @NYTSports: EXCLUSIVE: Redskins cheerleaders say they were required to go to a Costa Rica nightclub with male sponsors who earlier watc…
MartiniShark,14592739,992107045708091393,36,36.0,RT @TheHockeyNews: RIP Bill Torrey who was 'The Architect' behind one of the greatest dynasties in professional sports. Torrey was the ori…
kfoley1015,317742174,992055475201101827,459,459.0,RT @UNCBarstool: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could be…
FessorFrink,16259921,992060428380442624,70,70.0,RT @MiaFarrow: Redskins took cheerleaders to Costa Rica for photo shoot. Redskins officials collected passports some women had to pose top…
TheBalanceNarve,883018025741553665,992150298184638464,107,107.0,RT @ChrisNowinski1: BREAKING: Former #NHL player Jeff Parker had severe #CTE when he died at age 53. The Tragic Diagnosis They Already Knew…
parveenvats123,2853270654,992069395705819137,161,161.0,RT @Ekta77Insan: #ChampionsCoach
CapeFearStorm1,2384265373,992047868461674497,3,1.5,CFS Elite &amp; Whiteville's Jenna Bullard atop conference ERA: High school softball leaders https://t.co/s90gySKNaq
ArmadaAthletic,1275260396,992024763081134081,7,1.4,Come out May 8th at 2:30pm and join the Sports Marketing Class at their tailgate for the days athletic events. They… https://t.co/RCg6vtIqY5
JSUNews,16211809,992041354086834176,5,1.0,Don't forget that the clear bag policy will be implemented during Commencement tomorrow. For more information on wh… https://t.co/npzUruuHjs
redsajonia,146335332,992005874225897472,94,94.0,RT @abscbnsports: WHAT A BEAUTY for Ian Clarino! UP takes the lead 1-0! #UAAPSeason80 
pghtos,21167820,992172750553993221,558,558.0,RT @AdamSchefter: Jason Witten not the only all-timer to leave his job today. Congratulations to @SI_PeterKing on his Hall-of-Fame run at S…
MrValentine93,114062784,992161773028544514,718,718.0,RT @ElliotHackney: Sky Sports loses La Liga rights from next season: https://t.co/ZIIwpC62tD
RainbowAspie,889589840945328128,992104931250319361,420,420.0,RT @IL0VEthe80s: Retweet if you had one of these sports bags for school... https://t.co/hmKzc6FQfl
The_PlugSeeker,3439073703,992115111039991809,419,419.0,RT @IL0VEthe80s: Retweet if you had one of these sports bags for school... https://t.co/hmKzc6FQfl
james161723,789688399322021888,992067804202455040,33,33.0,RT @BonksMullet: Me: I'm a rational person.
DanWall18,1033417994,992046743066947584,31,31.0,RT @TheOldCoach: 15 years as a Texas sports hero.
seigvin,621548614,991996262336679936,992,992.0,RT @JulietMacur: Redskins Cheerleaders describe an overseas trip where they felt pimped out by their team. It's not the only time the Red…
giligon70,249470832,992129569472831488,62,62.0,RT @TEDTalks: This football player turned neuroscientist is studying the deadliest disease in sports: https://t.co/iE8K0HBktd @ChrisNowinsk…
UND3RC0NTR0L,1891973880,992181516779143173,362,362.0,RT @Casablancas_J: PS   i've generally quit sports tho....
1_JakeMartin_1,850029967257853954,992102077068382208,459,459.0,RT @BarstoolUofSC: RT for a chance to win this LIMITED EDITION flag! They are almost sold out on the Barstool Sports store so this could b…
euphoriavk,279293872,992158200995631104,247,247.0,RT @agirlinthepark: She mentioned how she misses Korea and that listening to @BTS_twt songs gives her comfort and strength 
Rhonda32956944,2457008844,992072194632142849,7711,7711.0,RT @KirkHerbstreit: For all the parents/coaches that think specializing in one sport is the right thing to do. Let them play multiple sport…
marilyn_817,182196528,992166126762250242,148,148.0,RT @AGreeneIV: An Auburn Man overcomes whatever challenges come his way.
enzoamorefan2,838808007697973249,992145954789842944,82,82.0,RT @WWE_MandyRose: I proudly stand with #SheIs to empower female athletes all over the world! Growing up I always played sports and I truly…
WxmJackoLa,772769473778577408,992125139851636736,419,419.0,RT @IL0VEthe80s: Retweet if you had one of these sports bags for school... https://t.co/hmKzc6FQfl
talkative_k,385211180,992004745098342400,412,412.0,RT @Eagles: Members of the #Eagles recently took a trip to Haiti to help build a new sports complex. 
Alfonzowords,425462839,992142601783513088,113,113.0,RT @stretchingabuck: Not all sports nutrition supplements are created equal! Selective Androgen Receptor Modulators (SARMs) can be dangerou…
CFLonTSN,322233489,992177902115581952,13,13.0,RT @CFL: We're just 1 hour away from the start of the #CFLDraft 
LFTorresIII,321806845,992030688147902464,8,1.1428571428571428,West Caroll's Ashley Barlow has been through a lot in life in her first 17 years. She's beaten cancer twice and wit… https://t.co/zs1ghVbG5L
swagykbts,804906903209771009,992155392552534016,247,247.0,RT @agirlinthepark: She mentioned how she misses Korea and that listening to @BTS_twt songs gives her comfort and strength 
IronyFlows,7413852,992040149277204481,2874,2874.0,RT @ryanlcooper: holy shit https://t.co/zBEmaTQKWT https://t.co/zDimG5Gzlr
gustavitodavidm,2318101726,992082242028670978,2680,2680.0,RT @RessiGabotto: ESTE ES GUSTAVO GRAVIA.
goffgough,17949977,992136461737607169,7,1.1666666666666667,It's been 3 years since I've cut out a Jazz player. So basically I came out of sports edit retirement for this.… https://t.co/GUyHYRLeLx
FlyBox2,988414504563347456,992053843818106882,392,392.0,RT @mikethemiz: Up to 70% of girls stop playing sports by the age of 13. @TeamSheIs is working to provide resources encouragement and rol…
JadaNOFire_,48630541,992187472661622784,1514,1514.0,RT @jemelehill: A NFL team is accused of shamelessly dangling women in front of their business partners like bait? Stunning since yanno t…
_alexxxandra__,459505093,992144937482424321,1289,1289.0,RT @danielle_ivory: On a Redskins photo shoot some cheerleaders were required to be topless and others wore nothing but body paint. 
SportMediaProf,776560087,992135808080666627,126,126.0,RT @SI_ChrisStone: One of the great runs in @sinow history one of the great runs in media period. Thank you PK from the bottom of our h…
ihardikshah,142962707,992036509120425984,1148,1148.0,RT @narendramodi: Delighted to interact with shooter Tejaswini Sawant. Her passion towards sports is admirable. My best wishes for her futu…
TtamStrebor,525839384,992078696029835264,175,175.0,RT @Reflog_18: Toronto Ontario professional sports schedule for May 3 2018:
MartinNduati,313134690,992098911295696896,806,806.0,RT @ben_rumsby: Sky Sports has lost the rights to La Liga from next season. They have been secured by a company called Eleven Sports run by…
ny2lasports,44831814,992101772260003840,4,0.2857142857142857,2018 NY2LA SPORTS SPRING EXTRAVAGANZA STOCK BOOSTERS https://t.co/z4d2i4nYlG
JulieErick3,824008571067060225,992148669519417344,503,503.0,RT @elonjames: Uh. 
SouthpawDinkous,2184758556,992165816320888838,895,895.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
ChrisLeo316,970917114612797441,992063523739095040,91,91.0,RT @NikkiCrossWWE: Crawl walk run jump play play play! You can be the weirdo in the corner and the crazy whirlwind in the middle of the…
gemmyred,248853585,992148564200640512,62,62.0,RT @TEDTalks: This football player turned neuroscientist is studying the deadliest disease in sports: https://t.co/iE8K0HBktd @ChrisNowinsk…
zuricorbin,186226634,992138953347121153,718,718.0,RT @ElliotHackney: Sky Sports loses La Liga rights from next season: https://t.co/ZIIwpC62tD
SpreadOffense,23378849,992047518010761217,48,48.0,RT @darrenrovell: Just got the most expensive drink in sports at my front door. HVMN Ketone is a pre- and post-workout ketone ester drink.…
nishyrappi1971,908292548359225345,992001232360361988,207,207.0,RT @sportstech_io: Check out @fansunite and their white paper on the infrastructure needed to facilitate a fully functional #blockchain en…
MarkSoveign,151560202,992162131138236417,895,895.0,RT @TheOnion: White Sox Promotion Puts First 9 Fans At Ballpark In Starting Lineup https://t.co/tCaeELTih6 https://t.co/5Fb2f8fgeA
sumeetkt,1247640157,992160462191190017,177,177.0,RT @JohnBranchNYT: Jeff Parker former NHL player had CTE. Our story with appreciation to his brothers for sharing it: https://t.co/0JaIn…
DavidBrandtWho,22040937,992173723800219648,125,125.0,RT @MikeConti929: Atlanta sports collectively is about as exciting as its been in a while:
CARTIERPLAYB0I,788405672325091328,992121822283030528,718,718.0,RT @ElliotHackney: Sky Sports loses La Liga rights from next season: https://t.co/ZIIwpC62tD
___DBrown,248770997,992046530923323392,564,564.0,RT @bomani_jones: i love how selective we are about when we like an athlete in team sports doing things on his own terms. https://t.co/Ur…
avalon31635,56005436,992000495593156611,993,993.0,RT @MustafaAliWWE: My wife told me she didn't receive encouragement to do sports when she was younger. We aren't letting that happen with o…
AdrienneRoyer,4528691,992020694425849856,218,218.0,RT @katherinemiller: Redskins Cheerleaders Describe a Trip to Costa Rica That Crossed a Line https://t.co/saIjil4Asm https://t.co/ZFjUywmas5
j_r76,731987365,992053442867851264,208,208.0,RT @UCBarstool: RT for a chance to win this LIMITED EDITION Barstool Cincinnati flag! They are almost sold out on the Barstool Sports store…
