user@mention,user_id,No of tweets,tweet_id,retweet_count,local influence score,Tweet
BarstoolTXST,964288781460307975,1,1002684929833099265,7,7.0,All Time favorite player each sport COPY...PASTE...EDIT...GO!!NBA - Jeff FosterNFL - Spergon WynnNCAAF - David MayoNCAAB - Nijal PearsonMLB - Paul Goldschmidt NHL - Do what? Ultimate Frisbee - Frisbee Dan Wrestling- Shawn Michaels https://twitter.com/mikeevans13_/status/1001903416942252032 …
theBlakeDavis,403192261,1,1002669296349339648,7,7.0,All Time favorite player each sport NBA - Jackie Moon/ Calvin CambridgeNFL - Willie BeamanNCAAF - Bobby BoucherHS B-Ball - Ty CraneHS F-Ball - Petey Jones Running BackNCAAB - Jimmy ChitwoodMLB - Pablo SanchezNHL - Doug GlattGolf - Shooter McGavinBoxing - Ivan Drago
RecchiaAlex,895499412,1,1006648043398160386,7,7.0,Mes premiers kipping#TeamRecchia #TeamFrance #FranceKarate #RoadtoTokyo #TousEnsemble #ChercheursDor #SearchForGold #Goals #Training #Workout #Trainhard #Excellence #Sport #Karate #Fighter #Fit #Crossfit #FitGirl #FitLife #Fitness #Addict #Healthy #Love #Arawaza #Obyfightpic.twitter.com/tkjN4jyPTz
WorldFoodChamp,266592831,1,1006642429469057025,7,7.0,WFC just announced today that Koops Mustard has signed on for the biggest event in Food Sport as an Official Infused Sponsor of the 2018 World Sandwich Championships!Visit https://worldfoodchampionships.com/news/781/new-wfc-partner-musters-up-bold-flavors-for-the-ultimate-food-fight … to learn more about this years Sandwich infusion sponsor!pic.twitter.com/crjqxMdAt1
mbert21,331963531,1,1011736631395708933,7,7.0,So CourierPress puts out an article about the SIAC athlete of the year nominees & I’d love to know how Andrew Cross is not one of them. 2X State Champ 2X All-American 2X Gatorade AND ISCA Indiana POY holds the record for goals in state finals and 3 sport athlete!
GraceUponIt,911031816991232000,1,1009556525717901312,7,7.0,The devil runs world & many dont understand this. Corporations Churches Banks Net Sports/Music Industry TV Universities/Schools Nations e/thing is consumed. N. America S. America Mexico Africa Middle East Europe Asia all that is left are those in Spirit of Christ.
CFL_PR,163874422,1,1009540291555098624,7,7.0,Week 1 of the 2018 #CFL season:o  50% in @TSN_Sports @CFL Fantasy users (year-over-year)o 67% in unique users to http://CFL.ca  (yoy)o 40% in pageviews on http://CFL.ca  (yoy)o 50% in user sessions on http://CFL.ca  (yoy)pic.twitter.com/xLvifAOKrH
SikotiHamiltonR,2558839177,1,1009943380439154690,7,7.0,Tongas a nation of rugby fanatics but one small village dares to spurn the sport. Veitongo is often nicknamed the soccer village because of its peoples passion for the round ball game. Veitongoans will be celebrating as Tongan Tevita Makasini refs a World Cup game tonight. pic.twitter.com/FeDFqhEyIC
matoxley,254472515,1,1003743422505803776,7,7.0,Happy to say that Mike Hailwood joins the @Motor_Sport Hall of Fame. Edgar Jessop next  ps: An Aussie company is producing 12 exact replicas of the Sports Ducati Hailwood rode to TT F1 victory in 1978  https://twitter.com/motor_sport/status/1003742284406575104 …
myknittingwool,1498326793,2,1008839385456889856,14,7.0,Seems the only people saying they know nothing. Re abc Is morrisson TurnbullBut reading this should we believe if the LNP are returned our ABC will GO. Whose next msy be SBS. no world sport unless u pay for it. How un Australian that wouid be#braddon #longman #mayo perthhttps://twitter.com/hiswitzend/status/1008698850180100098 …
johnfayman,20607105,1,1010656897261858817,7,7.0,Courtesy Elias Sports Bureau DeSclafani is the fourth #Reds pitcher with a  grand slam: Icebox Chamberlain  4/30/1892 vs. Wash. (IPHR)Al Hollingsworth          5/28/1936 at Chi.Bob Purkey                   8/1/1959 vs. Chi.
SaintXBaseball,3234304567,1,1012829859486330881,7,7.0,Congratulations to Trey Sweeney for being named Louisville Catholic Sports Player of the Year. Andrew Littlefield Brycen Harkins and Ryan Nicholson were named to the All-Catholic Baseball 1st team. Aric Lyons and Cam Scheler were named to the 2nd team. https://twitter.com/conorrevell/status/1012023202200072193 …
leahbarness,2274954953,1,1012802014756196354,7,7.0,hardest sports ranked:13. you12. can’t11. rank10. them9. because8. each7. is6. challenging5. in4. its3. own2. way1. gymnastics - flipping twisting swinging vaulting... nothing compares
Bryan700,47806130,1,1012797372391231488,7,7.0,Tim Tebow continues to be a lighting rod for criticism. The most famous Christian athlete in the USA was recently dragged into the #NFL’s National Anthem controversy for no reason whatsoever. Now Tebow is back in the news and why has the liberal sports media furious.Click
HouseOf99,4050146000,1,1012795384886939649,7,7.0,Coated in hues of silver and utilising unique lighting angles and the vivid energy of dance and sport in order to create an entirely new style of fine art photography__________________Nemesis: https://www.houseof99.com/index.php/artists/guido-argentini/nemesis-9744.html …#fineart #artwork #art #silver #elegant #fashion #artistpic.twitter.com/bqr0HYqfqY
alejandro7419,250066982,1,1010981753580871680,7,7.0,Implying that Colombians who made it to the Worldcup were financed by Pablo Escobar’s hidden Cocaine money left us speechless... how can this low quality commentary carry the NOS brand ? @NOS @sport_nos @Hugo_Borst #badtaste #dutchradio #npo #colombian #prejudice
kuklaskorner,13174252,1,1012107563985354752,7,7.0,Less Arrests In The NHL: from Ron Kantowski of the Las Vegas Review-Journal According to the sports arrest database Arrest Nation the NHL went the entire 2016-17 season without having one of its players coaches or Zamboni drivers running afoul of the… http://dlvr.it/QYlDPw
UHDTrader,958059227855060993,1,1007733024363024384,7,7.0,$PSPW -Updated DD!! First 8k since June 2014 released this week for the Concession Contract with the Albanian Ministry of Infrastructure & Energy. Don’t miss out on this GEM the Billionaires that own Dubai Sports City run $PSPW. #hydropower #GreenEnergyhttps://investorshub.advfn.com/boards/read_msg.aspx?message_id=141579684 …pic.twitter.com/vftcqY5SpM
fitzhill,50079793,1,1013568522293858304,7,7.0,Justice loved the MVP Service of Expressway Airport Parking (EAP) as we prepared to fly to ATL for Point Guard Grad School.  I wanna thank EAP for sponsoring my segment on Drive Time Sports and The Recruiting Intelligence Report on 103.7 The Buzz during the 2017-18 school year. pic.twitter.com/u41shWgaHe
SuperEricRogers,389757831,1,1013559679669227520,7,7.0,Concepcion Sports LLC was without the Bryant U tandem of Bash Townes/Adam Grant but still managed to pour in 107 points behind Concepcion III(Bluefield) Kalin Fisher Griffin and Barnes the Hampton Pirates
RandySullivanPT,966414920903520258,1,1013554424621518849,7,7.0,One way to develop this kind of IDGAF confidence - Train implicitly. Research has shown that skills learned implicitly withstand stress better than those learned explicitly. - Terry McMorris Acquisition & Performance of Sports Skills. Learn more at http://floridabaseballranch.com/summit https://twitter.com/PitchingNinja/status/1013239179919151105 …
rayon_sports,985903712601300993,1,1004867049821294598,7,7.0,@rayon_sports officials confirmed that;Ruterana  Jean Damascene Migambi Gerrard Gatete Ahmed Itangishaka Bernard King Hategekimana Corneille & Ivan Jacky Minnaert are people who are in charge of recruitment of new players in #Gikundiro FC in this summers transfer window...pic.twitter.com/3OYvpILziQ
TRISTAR1,64449764,1,1004846765617696768,7,7.0,Special Exclusive Pre-Sale begins NOW for TRISTAR Autograph Pavilion Advance Tickets (National Sports Collectors Convention - Cleveland - Aug. 1-5)! Lineup includes Albert Pujols Jim Thome Francisco Lindor Jim Brown Mike Tyson and 100+ more! http://ow.ly/L9IB30knEvK  #NSCC18pic.twitter.com/y9xyfuzVnY
HIC2016,3289926736,2,1008834370629718016,13,6.5,Topics - Mental Health Depression Sports Athletics Womens Health Technology Childrens Mental Health Community Health Wellbeing Disabilities Public Health Innovation Governance Best Practice in Health and Wellbeing #WHISCumbria18pic.twitter.com/3KSFhLuzQH
Ojdadana,1488713251,2,1013537208916238336,13,6.5,In case you are unaware the whole territory of Poland is a huge cemetery. Almost all sports grounds here (like anything else) were built on human ashes.  Even Israeli companies in Poland do the same - they desecrate Jewish and Polish graves alike: https://www.jpost.com/Diaspora/Egged-station-in-Poland-built-on-Jewish-graves-547829 …
JordanGatesPGOV,333804623,3,1012077675350056960,19,6.333333333333333,Game 7 Legacy (Phillips) @G7_Sports 16u OV Super Q PerformancesJackson and Jackson-Jackson Powell (2020 Normal IL)16 PA .500 AVG 6 H 9 RBI 3 SB .500 OBP-Jackson Blemier (202 Bloomington IL)17 PA .500 AVG 8 H .529 OBP#PGSuper25 @officialPGBA
BrebeufC,1005313107160281088,1,1008482812838604800,6,6.0,Good morning XUJHS! Today June 18 2018 Monday marks the beginning of the varsity sports TRY-OUTS in the following athletic events for both XUJHS and XUSHS boys and girls: 1. Basketball2. Volleyball3. Football-Futsal4. Athletics5. Badminton6. Chess7. Swimming8. Tennis
SenatorHeitkamp,1061029050,1,1008466620203896832,6,6.0,Honored to help recognize some of ND’s best at the 2018 ND Sports Hall of Fame induction ceremony yesterday. Congrats to this year’s inductees Scott Berry Brooks Bollinger Dan Carr & Laura Roelser who continue a long succession of great ND athletes who make us proud. #NDpridepic.twitter.com/yQgspRZzus
RickSpur,245460299,3,1004834207225573376,18,6.0,[Gazzetta Dello Sport] understand Inter Milan are ‘readying a bid’ for Mousa Dembele.Inter are prepared to offer around £16m however Spurs are seeking almost double that figure but the Italian side are planning to offer up Joao Mario as a ‘make-weight’ in the deal.#THFC #COYSpic.twitter.com/mRqKbhhJTh
btsportufc,1923202668,1,1005902844770246657,6,6.0,Whittaker vs Romero  RDA vs Colby  Holm vs Anderson  Arlovski vs Tuivasa  CM Punk vs Jackson Were showing a replay of #UFC225s main card at 10.30pm on BT Sport 1 HD. pic.twitter.com/Qhf7Jg2ZNt
Knockaround,28863674,1,1004492366332551169,6,6.0,TOMORROW 10am PDT: Limited Edition #A1A #FastLanesKnocks. Were heading to South Beach 1985. Grab your white sport coat and hop into the Testarossa! Tops dropped block is hot streets are talking saying these shades will go fast! #knockaround #limitededition #miami #sunglassespic.twitter.com/JV783CK9GX
goldpolisher,79724827,1,1006661446690852865,6,6.0,Bromley’s GOT Talent judges announced - http://www.newsinbeckenham.co.uk/bromleys-got-talent-judges-announced/ … @BromleyCF The 1st judge is Jay Aston of Bucks Fizz Bianca Nicholas from The Voice fame! Stephen M Goldsmith The Guru of Sports Trophies  DJ Sarah LP who is from @SelectRadioApp @NewsInBeckenhampic.twitter.com/ZrC7qpRlnu
MaizeSouthAD,381479048,1,1011738086320037888,6,6.0,@MAVprinciBULL Hey Mavs! Do you need a sports physical? Thanks to the generosity of Dr. Bliss and the MSHS Booster Club Maverick Athletes can get a physical for only $20 at Dr. Bliss’s office on Saturday July 28 from 8:30 AM - 11:00 AM. Proceeds will go to the MSHS Booster Club. pic.twitter.com/nqNwMJgx1y
MarcJamesBryant,328756473,1,1011726634829819904,6,6.0,Reminder to media & Aus health online sharing overseas story of #tylerhilinski suicide. Follow @MindframeMedia advice in particular avoid content that has method  issue of #cte in sport link to self harm is public health issue but overseas media not always safe content pic.twitter.com/vxGIJEKdME
EddieTimanus,821938676,1,1009585034867724288,6,6.0,I will not bust chops of Jeopardy contestants for sports knowledge I will not bust chops of Jeopardy contestants for sports knowledge I will not—How could you not know K is for strikeout???
YoniFreedhoff,17385685,2,1007762132816023553,12,6.0,Such nonsense. Cant imagine in a few decades society will still be cool w/sponsorship of sport by liquid candy companies pretending heir products have magical benefits. If you want liquid candy have a soda. At least that way you wont kid yourself its more than sugar water. https://twitter.com/darrenrovell/status/1001801007872008192 …
winchester,257013516,1,1009944026722766853,6,6.0,Watch the latest #WinchesterLife episode at: https://winchester.com/Video/Series/winchester-life/2/209---Hillsdale-Showcases-Their-Shooting-Sports-Facility …#Winchester and Hillsdale College are dedicated to the growth of shooting sports. Rich Péwé and Bartley Speith of Hillsdale College provide insight & a tour of the school’s impressive shooting sports facility. pic.twitter.com/l0lbnsz8JF
tayloreldridge,366741758,1,1009927754098323456,6,6.0,Where the mock drafts have Landry Shamet tonight:#27 to Boston (Hoops Hype)#31 to Phoenix (Sporting News)#34 to Atlanta (NBADraft net)#36 to New York (ESPN)#38 to Philadelphia (The Ringer)#46 to Houston (The Athletic CBS Sports)#50 to Indiana (Sports Illustrated)
tjhewetson,3427745086,1,1009918512918298625,6,6.0,Bromley RFC need a physio/osteo/sports therapist this season. Tuesday & Thursday training Saturday match days. Youll need previous experience with rugby clubs pre match taping pitch side experience & relevant qualifications & 1st Aid. Please send CVs headcoach.brfc@gmail.com
CoolSculpting,132285842,1,1003748353853698048,6,6.0,This is unlucky Dave. Pro Golfer @IanJamesPoulter is attempting to drive Daves stubborn belly fat away. Not Cool. Freezing it off with FDA-cleared CoolSculpting? Thats COOL. (Thanks for being a good sport Dave!) #COOLnotcool https://coolscul.pt/trickshot pic.twitter.com/D7AuDxqk5T
CurtisBlow304,281672177,1,1008837023296360448,6,6.0,I’d rather eat a fuckin cactus than listen to Sarah Spain discuss sports. Totally clueless. Shouldnt you be somewhere promoting gay pride in a pussy hat? Ramona Shelburne looks like a walrus but at least she knows what she’s talking about. Working for ESPN isn’t an accomplishment
H_Grove,98992877,1,1010639465730191366,6,6.0,Cleveland sports legends Austin Carr Mark Price Joe Charboneau Len Barker Kevin Mack and JeRod Cherry talk Tribe Cavs Browns and charity before Cleveland Legends Softball Game.  https://www.cleveland.com/sports/index.ssf/2018/06/watch_cleveland_indians_cavs_a.html …
inkedtater,14481812,1,1012794937941811200,6,6.0,Barstool Sports sucks. Their management sucks. Their comedy shtick sucks. Everything about their site(s) are horrible and I am embarrassed that my alma mater is affiliated with them in anyway - even if it is with an unofficial fan site. /rant.
iam_jt3,2820505512,1,1012793660843397120,6,6.0,#WhosWhoOfJSU• Jaydon Tate (or just Tate or JT)• Jackson MS• Civil Engineering Major• Incoming Freshman #jsu22 • Say wassup when you see me bring up sports and I’m bound to join the conversation pic.twitter.com/WJxDQlnGk3
KYJ_Fighting,814068360933584897,1,1012100518615764992,6,6.0,All i can say YooJungie is versatile not only in acting but in fashion(clothes hair) also.She can be elegant today and boyish the next day. She looks good in sports attire and casual clothes. YooJungie in heels rubber shoes flat shoes is also amazing. https://twitter.com/sweetsimply337/status/1011618826721509377 …
jvharris65,2995083651,1,1013538986822782977,6,6.0,The first thing that stands out about this photo is “who takes a photo like this?”The second...My kids played with match box cars too cars some trucks maybe a fire truck. This kid has a sports car and two limousines. Really who gets their kids limousines to play with? pic.twitter.com/3kOPvHrWZ0
hurdistance530,1905395624,1,1013533034413424640,6,6.0,Greatest moments in sports history ranked:15. it14. is13. impossible12. to11. rank10. them9. because8. there7. have6. been5. so4. many3. amazing2. moments1. Warriors blew a 3-1 lead
USArmyBaylorDPT,820115025868324864,1,1004855290104295425,6,6.0,#TBT CPT Dan Norvell—1998–The first @USArmy Physical Therapist assigned to  2nd BN/ 75th Ranger Regiment examines a Ranger’s knee. COL @StanMcChrystal introduced sports medicine to the Ranger Medical Team leading to improved readiness. #leadership  @USASOCNewspic.twitter.com/IbDOzSTw6I
GregLogan1,67431944,2,1004468716866859010,11,5.5,@BrooklynNets announced several performance team changes elevating Dan Meehan to director of sport science & Sebastien Poirer to head trainer. They hired director of sports medicine Les Gelis director of performance rehab Stefania Rizzo & head strength coach Daniel Liburd.
CoachUdofia,726068856,2,1004842040893591554,11,5.5,Assistant Football Coach at Flying Sports Academy U23 . Head Coach at Dynamo Fc U23 and Head Coach at Kash Football Academy U15 #Football #Passion #LightUpMyDreampic.twitter.com/NzFC3yGOw2
thors_odinson,3073284357,2,1012830495414120448,11,5.5,this is ur monthly reminded to watch the best sports anime aka kuroko no basket filled with wig snatching scenes breathtaking score and animation loveable characters full of depth great development amazing relationships & moments thatll make you cry for all the right reasons pic.twitter.com/aCJBk9RJ8e
mlnostalgia,800177521610211328,13,1004849247865450496,70,5.384615384615385,25% OFF!! Soccer Cleats Adidas Predito Firm Ground US Youth size 3 NEW W TAGS in orig boxCheck it out => https://rover.ebay.com/rover/0/0/0?mpre=https%3A%2F%2Fwww.ebay.com%2Fulk%2Fitm%2F253415426698 …#adidas #retweet #fashion #parents #sale #sports #summer #memorialday #youthsoccer #soccermom #sahm #cincodemayopic.twitter.com/87zoz2cNYG
theballera,952693324875431936,3,1010671260869816320,16,5.333333333333333,A+ to Big Baller Brand clothing bureau for providing better business and gaining another satisfied customer. BBB satisfies thousands of customers from around the world and is proud to be America’s fastest growing sports brand. Welcome to the family @curly_jay_24(IG) pic.twitter.com/rVN0AGa6uU
WalkertownHigh,3524021735,1,1002692461830033412,5,5.0,Thx 2 our awesome Spring Sports coaches @WalkertownHigh ! Coach Smith @WHSFAChief Coach Bottoms  @LadyPack_Soccer Coach Drone  Coach Ward  @mcrews08 Coach Crews @PackTennis  & @WalkertownFB Coach Pardue  Coach Hall @MsHall_WHS  pic.twitter.com/CwKJcMYUHi
kennadeemer,555517700,1,1002669242913906688,5,5.0,Us: “can we pls get more funding for women’s sports”Lindenwood: “No but here’s a new library!!!”Us: “Thank you but many women’s teams have national titles for division 1 & 2 sports & still have to do extreme fundraising pls” LU: “No... but... HERES A ROCK!! Enjoy!!” pic.twitter.com/jfkMM2JHrS
Alshehri_dr1,385668079,1,1008496059012780032,5,5.0,Sports rises above politics. #FIFA tried to keep politics away from #game. As  fans we are sadedned by BeIn using its permission to telecast sports to transmit #political agenda violating #FIFA rules. BeIn exploited its rights to aggravate dispute between #Qatar and #Saudi
PatMcManamon,27708542,1,1007018191028011008,5,5.0,The Browns said that JW Johnson the son-in-law of Jimmy and Dee Haslam will become an executive vice president with the Browns. Johnson’s background is in TV and marketing; he has worked at Pilot Flying J CBS Sports and RIVR Media and founded 3 Sons... http://www.espn.com/espn/now?nowId=21-40021999-4 …
POETICDRINK2U,19171455,1,1005960818918293505,5,5.0,A Boxing Videogame should have Tendencies Capabilities and Traits #WheresOurBoxingVideogame #Boxing #VIDEOGAME #FIGHTNIGHTCHAMPION #indiegamedev #indiegame #gamedev #sports #EA #EASPORTS #2KSPORTS #games #gaming #2K https://boxingvideogamesite.wordpress.com/2018/06/10/a-boxing-videogame-should-have-tendencies-capabilities-and-traits/ … via @wordpressdotcom
_thrivesports,1670621316,1,1005951842319306752,5,5.0,Great work by all the Thrive Sports Performance Lacrosse athletes who made a positive impact on their team.#thrivefam #strongisland #sportsperformance #laxtraining #harborfields #gardencity #ionaprep #syosset #sacredheart #csh #bethpage #chaminade #stanthonys #oysterbay #jerichopic.twitter.com/7hRPJFC5me
YahooForde,33395719,1,1005950522208202757,5,5.0,Belmont column: Bob Baffert lost his first Triple Crown race by a nose and worried hed never get another chance. Now hes the king of the sport and hanging with The King. Taking Justify from unraced in February to the Triple Crown is his best work yet https://yhoo.it/2sJ9oxe
AndyBarba22,2233842061,1,1004474672514240512,5,5.0,All Time favorite player each sport COPY PASTE EDIT..GO!!NBA - Jackie MoonNFL - Bobby Boucher JrNCAAF - Forest GumpNCAAB - Bobby Joe HillMLB - Benny RodriguezNHL - Doug GlattWNBA - Draymond Green Boxing - Apollo CreedWrestling - Nacho Libre
RESERvedlizGiz,845621076977729536,1,1006665272185499653,5,5.0,Great  occasion take the chance face many immense  #challenges requires #Unity and #Enviroment #Climatechange United we collective corrective tackle we all have part2play Pres #Putin requires #Passion What it lacks is #Leadeship Sports #Fifa #Russia2018 is blessing in disguise
reaganroy,26751981,1,1006652778175979520,5,5.0,Per @uiltexas regarding player ejections: 1) Football - remainder of game + 1st half of next game. 2) Other sports (soccer exception) - remainder of game + all of next game. Effective August 1 2018 if approved by Commission of Education. #TXHSFB #bEASTTexaspic.twitter.com/1CeE4IgDdp
ETNreisenweber,201136410,2,1012843448582524928,10,5.0,Spoke with @erie_seawolves Alex Faedo and Daz Cameron about their times going through the sports science testing with the University of Michigan. Faedo said he had a normal bullpen with a bunch of cameras watching everything while they had Cameron just run with sensors on him.
UnexpectedReply,843876908760686592,1,1009573693167525888,5,5.0,Victim #33 slid in my wife’s DM’s and stated that she’s “addicted to the sport” aka “your body is banging shawty you clearly workout”. And well since I’m a guy I knew exactly what was on his agenda and made the executive decision to intercept this Hail Mary with the swiftness. pic.twitter.com/f637M0O56J
ItalianoCalcio,132376441,1,1009541524563034113,5,5.0,Gazzetta dello Sport are reporting that Inter and Roma have reached a deal that will send Nainggolan to Inter. Roma will receive €24M + Davide Santon + Inters promising youth player Nicolo Zaniolo.
smallhistory,2458795916,1,1009936541265874952,5,5.0,At the LAA sports at Lunenburg our champion Ralph again crowned himself with glory carrying off two prizes a beautiful silver pudding dish and tea pot. Ralph came in 1st in the two mile lap race and 2nd in the half mile. Windsor Jun 21 1898
RedRaiderAD,3396697618,1,1003777838376456192,5,5.0,Lowell Pierrette gets better every time he steps on a track! His 21’-4” PR Jump at today’s “Last Chance” Meet at Lakeland HS @lakeland_sports was all he needed to give himself a chance for a NYS Long Jump Champion! #StateQualifiedx2 #IonaBound #RedRaiderNation #PlayInTheSandpic.twitter.com/95Sr7Kne3v
TheRealMrACL,1265754078,1,1008848041468747779,5,5.0,Next State: KentuckyToday 9 members of the legislature announced theyre teaming up to explore the topic of sports betting w the goal to draft & file legislation to implement legal sports betting. Existing bills on file in both chambers have laid dormant for several months now.
Sandy_D_Rooney,944275725875429376,1,1010673088785084416,5,5.0,Mississippi State vs. #3 Oregon State (Game 11)Live:> http://espn3itv.com/ncaa-baseball Stream live sports watch game replays get video highlights and access featured ESPN programming on your computer mobile device and TV with WatchESPN. Oregon State vs. Mississippi State Live pic.twitter.com/hT6Cufnz4t
sadgaytrash,2320947182,1,1010671559869194241,5,5.0,like imagine being my flatmates and seeing me walk in dressed in pink short shorts a pink sports bra and a pink hat that says princess on it. the image of me stood there opposite the gay flag in our goodvibes living room is just the best fucking shit
ChiefNisleit,1503636217,1,1010650804577959936,5,5.0,Honored to attend SAY San Diego’s fourth annual Unity Games at Willie Henderson Sports Complex. The Unity Games were the vision of Mr. Thomas Smith four years ago and SAY San Diego helped make it happen. Great job. #CommunityEngagement.pic.twitter.com/pnlfWx1YA0
diverbetic,2391420054,1,1010633583747162112,5,5.0,One of the greatest things about scuba diving is the  opportunities to meet new people and make new friends! It’s the love of the sport that brings us all together for a common goal! #diabadass #type1totypenone #scubadiving #t1d #sdidivers #padi #buddy #divebuddy #scuba #friendspic.twitter.com/t7QCCgxaAP
PetersenWill,88986363,1,1012831738223972354,5,5.0,Several execs in Denver sports have privately expressed in the previous month LBJ to Denver had potential legs that no one on a national scale would ever see coming. It’s always been about LA and still is but the Nuggets nearly had LBJ in 2003. 15 years later they’re back.
MaestroCares,466703239,1,1012811448609800193,5,5.0,Come out tomorrow rain or shine for the MCF 5th annual Yard Sale. All proceeds benefit orphaned children in Latin America and U.S. We will be having a variety of items on sale including home goods furniture sport clothing shoes etc.....#chicago #yardsale #maestrocarespic.twitter.com/zNxk045IBa
505Nomad,3406065993,1,1012108437541523458,5,5.0,White Rock overlook (next to Los Alamos) | Great scenic overlook of the Rio Grande valley near the suburban sports park (baseball diamonds soccer fields etc) - https://bit.ly/2oJM6VV #roadtrip #travel #NewMexico #vacation #OptOutside #landscape #naturepic.twitter.com/5huUrYfnNO
hartng,39596211,1,1012097677134368770,5,5.0,While traffic is high let me earn my SA salary.Governor Okezie Ikpeazu of Abia State today inspected the ongoing pitch installation at Enyimba Stadium. Contractor Ebi Egbe of Monimichele Sports (R) says its the same technology used in #Russia2018 pitches.pic.twitter.com/UMVDMA88cf
FrameDeArt,19086752,1,1007733619689865216,5,5.0,Always honored to frame for Loren Landow NFL Head Strength and Conditioning Coach of the @Broncos and Founder of Landow Performance! @LorenLandow is the very best at what he does and expects the very best that is why he chooses Frame de Art for all his sports framing needs! pic.twitter.com/mQuQZGVL9R
JanJekielek,15719232,1,1003374142983430144,5,5.0,Mittmedia’s @rgovik:  2/3 of users who read articles written by a text robot didn’t realize they were reading posts not written by a human. (Mittmedia publishes 1000’s of automated articles per month among them new home listings and hyperlocal school sports) #INMA18
LOLKNBR,552404975,1,1013550700066770944,5,5.0,BREAKING: Kuip says Flem yelled at Hank this morning for trying to cut the line at breakfast. Kruk reports Hank also tried to pick the peppers out of his salsa. Disgusting unforgivable behavior from a veteran beat writer. What in the wide world of sports is going on?
shayshay_parekh,1932063126,1,1013531251343527936,5,5.0,How about you also make a thread about all the land you’ve illegally occupied the families you’ve destroyed the culture you’ve stolen the peaceful protesters you’ve harassed/murdered for sport and the children you’ve imprisoned https://twitter.com/omribenlulu/status/942743750417305600 …
jaxdotcom,15572679,1,1004861813786333184,5,5.0,Jamie Shelton the president of bestbet will be the 2018 Gator Bowl Sports chairman overseeing the TaxSlayer Gator Bowl the JaxSports Council and JaxSports Charities. http://www.jacksonville.com/sports/20180607/bestbet-president-jamie-shelton-named-gator-bowl-sports-chairman?utm_source=Twitter&utm_medium=social&utm_campaign=jaxdotcom-SND …
HipsterRugby,914903841354735616,1,1004852771588399107,5,5.0,International game Championship League 1 and Women/Girls’ game are as strong as they’ve ever been. However amateur game Super League and junior game are in a sorry state. Were simultaneously the strongest we’ve ever been and the weakest we’ve ever been as a sport. Odd feeling. https://twitter.com/grammarkestrel/status/1004766873303609344 …
rvkgrapevine,22012028,1,1004836439849357313,5,5.0,#ISLs mighty tackles are making #GHA feel like theyre experiencing a different sport from the one theyre used to. Entering the battlefield with #Iceland is like entering a boxing ring. With bears hangry for goals. #ISLGHA #SmiteTheWorld #ISL #AdoptIceland #ForzaIslanda
SBRadio,21823306,2,1012797835757015041,9,4.5,Former @Nike Basketball & Football Sports Marketing Director @RGlll on LeBrons Nike business vs Michael Jordans Nike business: “LeBron’s got a good business but its not Brand Jordan”. Says that @Jumpman23 is a standalone business that continues to thrive after MJs retirement.pic.twitter.com/H0b86mdf4Y
WmptMillionaire,2717441304,1,1002692058077941760,4,4.0,Fall Sport Physicals for WILLIAMSPORT students:Monday 9:00-11:30 am at Lycoming Valley.  Monday 9-11:30 am at Curtin. 12:30-3:00 pm at WAMS.   Tuesday 8-11:30 at WAMS and 12:30-3:00 at WAHS.   Wednesday 8-11 am at WAHS.
jakelaub20,345804665,1,1002672320333393920,4,4.0,All Time favorite player each sport COPY...PASTE...EDIT...GO!!NBA - Victor Oladipo NFL -  Ben RoethlisbergerNCAAF - Payton Healy NCAAB - Jordy Hulls MLB - Todd Frazier NHL - Sidney Crosby Golf - Travis ButteTennis- Genie Bouchard Wrestling- Adam Brinkman
jeffphilips1,151010098,1,1002668290697781248,4,4.0,I dont get was it NOC that took the Dream Team to Rio or NFF?Or was Dalung in charge of NOC when he was receiving all the bashing?Whats incontestable is hes the current sports minister if he gets the flak when shit hits the fan he gets the praise when good things happen https://twitter.com/donphayan/status/1002663247324106752 …
WesternRattlers,2957742674,1,1008469068108582913,4,4.0,#BuyCanadian travel in Canada! Foods arts clothing top quality craft beer/wine/whisky sports equipment investing in Canuck businesses! #BoycottUSProducts #boycotttrump #FathersDay #BorderCrisis #Mexico #onpoli #cdnpoli #bcpoli #abpoli #nspoli #pei #onpoli #Montreal #yvr
SimplyUnrealHD,820745711021068288,1,1008464762781528065,4,4.0,1998: France World Champions2002: France out in group stages2006: Italy World Champions2010: Italy out in group stages2010: Spain World Champions2014: Spain out in group stages 2014: Germany World Champions 2018: ???
amysrosenberg,19655321,1,1007017943467773953,4,4.0,Atlantic City Council prez Marty Small Sr. says sports betting legislation sucks for the A.C. taxpayer once again.We have a chance to get an additional revenue stream new revenue and were left out again. Only sports betting money earmarked for A.C. goes to marketing.
JaimeBoswell2,788116760394240000,1,1005582372719427584,4,4.0,@kstarnes_tbc @bluff_sports @hoopinsider Great 2 days of Hoops at the Flour Bluff State Qualifier.CC Ray wins it by defeating Odem. Krum over Bowie for 3rd. FB wins Consolation over Rockport and Kingsville defeats Bishop! Swarm
saveautohistory,970008674,1,1005579359338614784,4,4.0,It should be noted that starting in 1962 Chrysler offered a 300 that was not a Letter series car - mostly a Newport Sports Coupe The Interior was not leather & it omitted a lot of the Hs luxury items BUT it could be had w/the Hs 380 HP 2-4 barrel V8! pic.twitter.com/6rQP6OuDXp
